None,count,count,count,count,count,count
80621,241.0,2.0,2.0,,1.0,378.0
80625,23.0,1.0,,,,45.0
80630,61.0,4.0,3.0,,1.0,107.0
80638,60.0,,,,,79.0
80639,1042.0,17.0,7.0,,12.0,2670.0
80646,608.0,14.0,7.0,,4.0,990.0
80650,287.0,,,,1.0,375.0
80655,49.0,,,,1.0,71.0
80656,3.0,,,,,7.0
80667,1.0,,,,,2.0
80674,36.0,,,,,39.0
80694,1171.0,27.0,13.0,1.0,4.0,2049.0
80696,10.0,,,,,13.0
80698,38.0,2.0,1.0,,,63.0
80704,1308.0,4.0,3.0,,5.0,2305.0
80705,4.0,1.0,1.0,,,6.0
80713,444.0,,,,1.0,1355.0
80719,56.0,3.0,1.0,,,88.0
80723,9.0,,,,,13.0
80733,4.0,,,,,6.0
80739,7.0,,,,,5.0
80740,1.0,,,,,
80754,1.0,,,,,
80761,4.0,,,,,7.0
80766,33.0,1.0,1.0,,,92.0
80771,384.0,6.0,5.0,,3.0,537.0
80775,10.0,,,,,10.0
80781,209.0,7.0,3.0,,1.0,333.0
80785,3.0,,,,,5.0
80786,1.0,,,,,1.0
80789,4.0,,,,,5.0
80791,56.0,,,,1.0,96.0
80799,237.0,,3.0,,1.0,416.0
80800,59.0,,,,,102.0
80804,6.0,,,,,10.0
80809,34.0,,1.0,,,70.0
80811,9.0,,,,,11.0
80813,141.0,2.0,2.0,,,178.0
80826,2.0,,,,,3.0
80828,1.0,,,,,
80830,30.0,2.0,1.0,,,70.0
80834,36.0,1.0,,,,52.0
80837,92.0,1.0,1.0,,1.0,127.0
80843,10.0,,,,,29.0
80855,22.0,1.0,,,,38.0
80857,1.0,,,,,4.0
80863,14.0,1.0,,,,18.0
80866,4.0,2.0,1.0,,,13.0
80871,51.0,1.0,1.0,,,66.0
80872,419.0,8.0,1.0,,1.0,672.0
80886,22.0,1.0,1.0,,,19.0
80899,857.0,39.0,20.0,5.0,5.0,1234.0
80900,105.0,2.0,2.0,,1.0,195.0
80906,939.0,29.0,21.0,3.0,9.0,1580.0
80911,220.0,4.0,2.0,,4.0,376.0
80920,148.0,1.0,1.0,,,208.0
80924,2.0,,,,,9.0
80925,5.0,,,,,5.0
80926,24.0,,,,,24.0
80927,1435.0,55.0,25.0,1.0,10.0,2455.0
80933,,,,,,2.0
80934,4.0,,,,,8.0
80938,20.0,,,,,39.0
80953,13.0,,,,,17.0
80956,34.0,,,,,44.0
80960,37.0,1.0,1.0,,,94.0
80963,10.0,,,,,18.0
80969,7.0,,,,,28.0
80973,21.0,2.0,1.0,,,53.0
80977,2.0,,,,,3.0
80978,4.0,,,,,2.0
80980,19.0,,,,,28.0
80988,32.0,,,,,47.0
80991,151.0,,,,,247.0
80997,4.0,,,,,6.0
81010,6707.0,129.0,72.0,11.0,34.0,11076.0
81011,913.0,24.0,15.0,4.0,5.0,1662.0
81015,,,,,,3.0
81019,13.0,,,,,19.0
81020,6.0,2.0,2.0,,,21.0
81025,71.0,,,,,106.0
81026,2.0,,,,,4.0
81027,5.0,,,,,9.0
81028,86.0,5.0,3.0,,1.0,126.0
81034,4.0,,,,,4.0
81043,,,,,,3.0
81045,2.0,,,,,1.0
81051,712.0,1.0,1.0,,1.0,947.0
81052,224.0,4.0,4.0,,1.0,385.0
81055,483.0,11.0,6.0,,1.0,710.0
81056,4.0,,,,,21.0
81067,3.0,,,,,10.0
81076,3.0,,,,,5.0
81084,24.0,,,,,50.0
81088,20.0,,,,,39.0
81089,10.0,,,,,15.0
81090,1079.0,29.0,19.0,1.0,5.0,2128.0
81091,488.0,5.0,5.0,,1.0,832.0
81104,12.0,,,,,19.0
81113,56.0,,,,,122.0
81131,19012.0,545.0,244.0,70.0,111.0,32675.0
81132,6.0,,,,,20.0
81133,40.0,1.0,1.0,1.0,1.0,73.0
81135,1175.0,16.0,12.0,,4.0,1889.0
81161,114.0,,,,,184.0
81163,38149.0,939.0,491.0,44.0,211.0,58776.0
81164,5.0,1.0,1.0,,,12.0
81165,2.0,,,,,3.0
81166,4.0,,,,,4.0
81168,14.0,1.0,,,,20.0
81171,299.0,9.0,7.0,,,768.0
81174,1.0,,,,,
81185,3.0,,,,,
81193,54.0,,,,,70.0
81197,1140.0,56.0,21.0,2.0,8.0,1911.0
81199,868.0,21.0,12.0,1.0,4.0,1268.0
81200,20.0,,,,,28.0
81202,14.0,1.0,,,,19.0
81205,1.0,,,,,
81212,2.0,,,,,3.0
81221,993.0,18.0,7.0,,5.0,1632.0
81226,145.0,,,,,202.0
81231,,,,,,4.0
81234,1.0,,,,,
81240,17.0,,,,,27.0
81242,15.0,,,,,41.0
81247,1.0,,,,,2.0
81252,118.0,2.0,1.0,1.0,1.0,224.0
81255,230.0,1.0,,,1.0,308.0
81256,4220.0,116.0,73.0,2.0,30.0,6347.0
81263,3.0,,,,,3.0
81271,9.0,,,,,23.0
81274,60.0,1.0,,,,100.0
81279,128.0,4.0,3.0,,1.0,176.0
81282,18.0,,,,,33.0
81284,2.0,,,,,4.0
81287,1595.0,37.0,17.0,,5.0,2750.0
81294,3.0,,,,,8.0
81301,10.0,,,,,18.0
81311,32.0,1.0,1.0,,,47.0
81312,37.0,,,,,78.0
81315,3.0,,,,,1.0
81316,286.0,5.0,,,,289.0
81320,17.0,,,,,16.0
81324,6.0,,,,,19.0
81328,5.0,,,,,7.0
81330,12058.0,294.0,163.0,22.0,60.0,20597.0
81340,3.0,,,,,13.0
81341,1.0,,,,,
81342,30.0,,,,,53.0
81352,3.0,,,,,3.0
81354,4.0,,,,,9.0
81355,12.0,,,,,28.0
81363,84.0,1.0,1.0,,,139.0
81374,1.0,,,,,
81379,29.0,,,,,28.0
81382,41.0,,,,,76.0
81397,78.0,,,,1.0,144.0
81399,13.0,,,,,13.0
81407,3.0,,,,,5.0
81413,8.0,,,,,9.0
81414,79.0,,,,1.0,147.0
81420,2.0,,,,,3.0
81425,4.0,,,,,7.0
81427,16.0,,,,,22.0
81442,1173.0,21.0,,2.0,,1420.0
81446,14.0,,,,,21.0
81453,23.0,,,,,48.0
81456,219.0,1.0,1.0,,2.0,339.0
81457,28.0,,,,1.0,48.0
81460,16.0,1.0,1.0,,,30.0
81462,92327.0,2386.0,976.0,40.0,478.0,133476.0
81465,2.0,,,,,11.0
81472,127.0,3.0,4.0,,1.0,181.0
81474,610.0,13.0,5.0,,2.0,882.0
81479,8.0,,,,,11.0
81485,8.0,,,,,9.0
81488,32.0,,,,,58.0
81490,2113.0,127.0,56.0,14.0,13.0,3676.0
81495,1817.0,34.0,26.0,,8.0,2709.0
81500,5.0,,,,,9.0
81509,89.0,,,,,129.0
81515,9170.0,491.0,237.0,78.0,62.0,13943.0
81516,2.0,,,,,
81519,1.0,,,,,
81525,3.0,,,,,7.0
81530,187.0,,,,,239.0
81532,26.0,2.0,2.0,,,33.0
81535,3.0,,,,,4.0
81548,7.0,,,,,
81553,153.0,,,,,220.0
81557,239.0,2.0,1.0,,1.0,672.0
81558,2685.0,83.0,37.0,1.0,12.0,4150.0
81580,40.0,,,,,78.0
81589,15.0,,,,,30.0
81591,6029.0,23.0,17.0,,17.0,8889.0
81592,139.0,1.0,,,,231.0
81595,925.0,15.0,6.0,,4.0,1588.0
81596,1.0,,,,,2.0
81599,1.0,1.0,,,,
81600,2361.0,75.0,34.0,4.0,4.0,3930.0
81609,6.0,,,,,9.0
81616,5.0,,,,,1.0
81617,10.0,,,,,
81618,2.0,,,,,7.0
81625,4.0,,,,,14.0
81628,650.0,9.0,6.0,1.0,6.0,1181.0
81631,31.0,1.0,,,,46.0
81633,53.0,,1.0,,,127.0
81636,44.0,6.0,,,,68.0
81640,2.0,,,,,4.0
81642,5.0,,,,,7.0
81644,,1.0,,,,
81649,155.0,2.0,1.0,,,216.0
81650,17.0,1.0,,,,117.0
81660,3.0,,,,,2.0
81662,821.0,26.0,9.0,1.0,7.0,1260.0
81665,9.0,,,,,14.0
81671,10.0,,1.0,,,13.0
81682,2.0,,,,,4.0
81684,40.0,,,,,27.0
81701,18.0,,,,,35.0
81708,41271.0,1767.0,794.0,48.0,289.0,67293.0
81711,5.0,,,,,8.0
81715,103.0,1.0,,,,188.0
81716,228.0,2.0,2.0,,4.0,397.0
81720,71.0,2.0,,1.0,,153.0
81723,13.0,,,,,22.0
81725,579.0,9.0,9.0,1.0,2.0,878.0
81726,5.0,,,,,3.0
81729,2.0,,,,,3.0
81730,23.0,1.0,,,1.0,57.0
81731,9.0,,,,,17.0
81733,451.0,6.0,2.0,,3.0,750.0
81735,150.0,4.0,2.0,,2.0,247.0
81751,4.0,,,,,5.0
81758,66.0,,,,,97.0
81759,12.0,,,,,12.0
81767,1.0,,,,,
81786,72.0,3.0,1.0,,,132.0
81790,65.0,,,,,110.0
81799,,2.0,,,,
81802,9147.0,204.0,113.0,17.0,67.0,16812.0
81809,10.0,,,,,16.0
81814,4.0,,,,,7.0
81820,8.0,,,,,5.0
81821,26.0,1.0,,,,3.0
81827,391.0,5.0,3.0,,3.0,535.0
81828,4.0,,,,,
81829,58.0,1.0,,,,98.0
81833,2.0,,,,,3.0
81834,8.0,,,,,8.0
81835,1.0,,,,,6.0
81838,7194.0,343.0,150.0,32.0,44.0,10950.0
81844,521.0,6.0,2.0,,1.0,813.0
81848,2919.0,44.0,20.0,,22.0,4530.0
81850,11.0,,1.0,,,17.0
81863,24.0,1.0,2.0,,,68.0
81865,2961.0,65.0,31.0,3.0,15.0,5171.0
81867,112.0,2.0,1.0,,1.0,164.0
81873,65.0,1.0,,,,72.0
81879,11.0,,,,,24.0
81887,173.0,4.0,1.0,1.0,2.0,269.0
81888,199.0,2.0,2.0,,,285.0
81906,11.0,,,,,15.0
81907,1.0,,,,,
81908,73.0,2.0,1.0,,2.0,125.0
81913,208.0,2.0,1.0,,,285.0
81914,1.0,,,,,
81916,9.0,,,,,16.0
81918,86.0,3.0,3.0,,1.0,150.0
81920,157.0,3.0,,,1.0,232.0
81921,1.0,,,,,2.0
81955,687.0,11.0,8.0,,1.0,952.0
81958,19.0,,,,,42.0
81962,192.0,,,,,298.0
81968,22.0,,,,,34.0
81981,171.0,2.0,1.0,,1.0,249.0
81984,172.0,2.0,1.0,,,240.0
81989,76.0,,,,,134.0
81999,24.0,,,,,29.0
82001,24.0,5.0,,,,18.0
82005,746.0,15.0,9.0,,,1015.0
82007,82.0,3.0,2.0,,1.0,130.0
82008,1381.0,37.0,27.0,1.0,9.0,2114.0
82012,28.0,,,,2.0,78.0
82020,1.0,,,,,1.0
82025,3.0,,,,,4.0
82031,4877.0,119.0,73.0,3.0,22.0,7308.0
82044,2.0,,,,,3.0
82046,153.0,3.0,3.0,,,249.0
82048,549.0,17.0,10.0,3.0,1.0,1001.0
82050,126.0,1.0,1.0,,1.0,207.0
82055,197.0,5.0,1.0,,,281.0
82060,2.0,,,,,4.0
82063,29.0,,,,1.0,40.0
82064,397.0,10.0,5.0,1.0,1.0,653.0
82066,248.0,7.0,6.0,1.0,1.0,352.0
82073,1.0,,,,,2.0
82075,11.0,,,,,17.0
82076,15.0,,,,,38.0
82079,93.0,3.0,2.0,,,78.0
82080,105.0,2.0,1.0,,,145.0
82081,39.0,,,,,49.0
82082,2.0,,,,,3.0
82093,2.0,,,,,3.0
82102,7.0,,,,,8.0
82103,7631.0,229.0,104.0,16.0,63.0,13878.0
82112,2.0,,,,,3.0
82113,28.0,1.0,1.0,,,61.0
82116,138.0,21.0,,,,153.0
82121,13.0,,,,,37.0
82126,2.0,,,,,4.0
82134,18.0,1.0,,,,23.0
82144,4.0,4.0,3.0,,,2.0
82146,1025.0,24.0,21.0,3.0,4.0,1817.0
82153,1.0,,,,,7.0
82160,1085.0,20.0,12.0,1.0,8.0,1768.0
82161,4038.0,64.0,35.0,3.0,18.0,6597.0
82176,22.0,,,,,37.0
82196,1.0,,,,,
82202,50.0,4.0,1.0,,,62.0
82203,53.0,,,,,69.0
82205,4.0,,,,,4.0
82213,55.0,1.0,1.0,,,79.0
82217,53.0,,,,,72.0
82220,,1.0,,,,
82227,125.0,2.0,,1.0,1.0,174.0
82231,11.0,,,,,10.0
82235,290.0,,,,5.0,757.0
82236,3.0,,,,,14.0
82241,1.0,,,,,
82251,1915.0,84.0,75.0,1.0,8.0,4057.0
82259,10390.0,211.0,110.0,51.0,56.0,16206.0
82261,2.0,,,,,3.0
82262,8.0,,,,,11.0
82270,564.0,17.0,17.0,2.0,2.0,1051.0
82283,16.0,,,,,23.0
82287,798.0,28.0,13.0,2.0,3.0,1167.0
82292,96.0,,1.0,,,150.0
82306,1.0,,,,,1.0
82307,21.0,,,,,32.0
82309,477.0,8.0,3.0,,3.0,644.0
82310,67.0,1.0,,,,76.0
82316,188.0,2.0,2.0,,2.0,296.0
82326,255.0,3.0,2.0,,3.0,448.0
82331,1.0,,,,,1.0
82344,11.0,,,,,28.0
82346,14.0,,,,,17.0
82352,13.0,,,,,21.0
82357,420.0,4.0,5.0,,1.0,748.0
82359,74.0,2.0,,,,97.0
82378,105.0,2.0,2.0,,,199.0
82381,188.0,,,,,363.0
82387,5.0,,,,,4.0
82391,89.0,,,,,167.0
82392,4.0,,,,,6.0
82396,22.0,4.0,,,,42.0
82400,2.0,,,,,3.0
82405,89.0,,,,1.0,126.0
82406,7.0,,,,,10.0
82407,46.0,2.0,,,,74.0
82423,80.0,3.0,2.0,,,98.0
82426,6.0,,,,,9.0
82441,1.0,,,,,1.0
82452,3.0,,,,,4.0
82457,6.0,1.0,1.0,,,9.0
82462,31.0,2.0,,,,41.0
82466,10.0,,,,,14.0
82468,9.0,,,,,22.0
82471,,,,,,4.0
82472,15.0,1.0,,,,17.0
82477,1.0,,,,,2.0
82481,7718.0,347.0,153.0,53.0,54.0,11509.0
82492,3.0,,,,,3.0
82495,7808.0,217.0,89.0,23.0,54.0,15121.0
82501,3.0,,,,,
82507,118.0,2.0,1.0,,,198.0
82509,14.0,,,,,26.0
82520,82.0,,,,,101.0
82532,4.0,,,,,7.0
82553,9.0,,,,,8.0
82562,161.0,3.0,2.0,,,243.0
82564,33.0,,,,1.0,48.0
82565,1.0,,,,,2.0
82569,,,,,,11.0
82572,312.0,6.0,4.0,,1.0,511.0
82581,1.0,,,,,1.0
82592,2.0,,,,,2.0
82593,139.0,7.0,2.0,1.0,,213.0
82596,499.0,15.0,10.0,2.0,5.0,792.0
82600,5734.0,222.0,85.0,24.0,48.0,8866.0
82601,6.0,,,,,10.0
82603,2.0,,,,,2.0
82605,1.0,,,,,
82606,251.0,5.0,3.0,,2.0,420.0
82609,3.0,,,,,9.0
82610,34.0,1.0,,,,46.0
82617,35.0,,,,,59.0
82618,197.0,3.0,,,,297.0
82622,2.0,,,,,3.0
82625,1.0,,,,,1.0
82632,24.0,1.0,1.0,,,30.0
82640,8.0,,,,,8.0
82656,1266.0,30.0,10.0,,15.0,1978.0
82672,180.0,11.0,7.0,1.0,3.0,294.0
82685,40.0,1.0,,,,46.0
82686,217.0,14.0,,,,241.0
82688,12.0,,,,,16.0
82690,13.0,,,,,18.0
82704,75.0,,,,,95.0
82706,160.0,,,,2.0,251.0
82708,2.0,,,,,3.0
82719,,,,,,5.0
82723,2375.0,80.0,44.0,3.0,10.0,3556.0
82724,91.0,2.0,,1.0,1.0,139.0
82725,131.0,1.0,1.0,,2.0,204.0
82732,6.0,,,,,7.0
82733,267.0,,,,1.0,418.0
82737,13.0,,,,,18.0
82746,39.0,1.0,,,,48.0
82752,266.0,3.0,1.0,,1.0,379.0
82754,41.0,1.0,1.0,,,69.0
82759,,,,,2.0,166.0
82760,1.0,,,,,7.0
82762,57.0,,,,,66.0
82764,823.0,30.0,5.0,1.0,2.0,1378.0
82765,2560.0,57.0,40.0,6.0,9.0,3376.0
82768,335.0,16.0,6.0,,1.0,540.0
82769,17.0,3.0,1.0,,,28.0
82779,170.0,1.0,1.0,,1.0,322.0
82782,10.0,,,,,18.0
82796,23.0,,,,,51.0
82799,285.0,6.0,6.0,1.0,3.0,308.0
82801,1.0,,,,,2.0
82802,10.0,,,,,34.0
82813,479.0,13.0,6.0,,4.0,715.0
82814,140.0,2.0,1.0,1.0,3.0,259.0
82815,84.0,3.0,3.0,,2.0,134.0
82817,2.0,,,,,3.0
82824,8833.0,352.0,163.0,23.0,49.0,15274.0
82830,2.0,,,,,2.0
82836,298.0,4.0,2.0,,2.0,498.0
82841,11.0,,,,,16.0
82848,10.0,,,,,23.0
82850,29.0,,,18.0,,37.0
82855,3113.0,76.0,55.0,12.0,14.0,5311.0
82858,,,,,,7.0
82859,,,,,,5.0
82865,4.0,1.0,1.0,,,7.0
82866,225.0,6.0,4.0,,1.0,342.0
82867,1342.0,34.0,25.0,2.0,6.0,2051.0
82873,15.0,,,,,24.0
82875,7.0,2.0,,9.0,,10.0
82877,6.0,,,,,10.0
82878,2.0,,,,,2.0
82882,20.0,,,,,38.0
82894,13.0,,,,,16.0
82905,89.0,,1.0,,,190.0
82913,2443.0,16.0,10.0,,8.0,3930.0
82923,7.0,,,,,6.0
82931,24.0,2.0,,,,29.0
82946,1.0,,,,,3.0
82953,6.0,,,,,6.0
82962,713.0,8.0,8.0,,2.0,1089.0
82963,4.0,,,,,4.0
82964,2.0,,,,,4.0
82966,2.0,,,,,4.0
82968,753.0,3.0,2.0,,3.0,1167.0
82970,26.0,1.0,1.0,,,50.0
82971,4312.0,82.0,35.0,2.0,26.0,7699.0
82973,1222.0,34.0,17.0,5.0,8.0,2009.0
82975,2.0,,,,,3.0
82976,3.0,,,,,21.0
82977,2.0,,,,,6.0
82986,13.0,1.0,,,,142.0
82988,79.0,2.0,1.0,,,118.0
82990,135.0,4.0,,,,230.0
82994,4.0,,,,,7.0
82995,438.0,4.0,6.0,,2.0,744.0
82999,94.0,5.0,3.0,,,175.0
83000,11.0,,,,,22.0
83003,3.0,,,,,4.0
83008,9.0,,,,,4.0
83009,289.0,15.0,9.0,,4.0,608.0
83012,47.0,1.0,1.0,1.0,2.0,61.0
83020,5.0,,,,,3.0
83027,7.0,,,,,6.0
83034,,,,,,9.0
83039,152.0,1.0,,,,219.0
83041,1.0,,,,,3.0
83048,6927.0,122.0,42.0,2.0,32.0,11788.0
83060,6.0,,,,,5.0
83071,1.0,,,,,1.0
83072,18.0,1.0,1.0,,,33.0
83075,2.0,,,,,10.0
83082,83.0,,,,,104.0
83093,1.0,,,,,1.0
83098,571.0,19.0,10.0,,1.0,1205.0
83099,141.0,,,,,137.0
83111,204.0,9.0,3.0,,1.0,246.0
83115,10.0,,,,,10.0
83118,13.0,1.0,1.0,,1.0,25.0
83127,23.0,,,,,32.0
83137,2.0,,,,,2.0
83139,7.0,,,,,10.0
83140,1475.0,50.0,29.0,5.0,12.0,3209.0
83144,14335.0,490.0,259.0,9.0,117.0,25226.0
83147,12.0,,,,,14.0
83148,327.0,1.0,,,1.0,484.0
83154,3.0,,,,,2.0
83155,117.0,,,,,176.0
83163,79.0,,,,,150.0
83172,245.0,,,,,362.0
83182,2872.0,55.0,27.0,1.0,18.0,4674.0
83183,201.0,5.0,3.0,,2.0,314.0
83201,3039.0,86.0,47.0,,13.0,6286.0
83203,49.0,1.0,1.0,,1.0,100.0
83207,44.0,1.0,,,,68.0
83218,12.0,,,,,23.0
83225,9.0,,,,,10.0
83235,1.0,,,,,1.0
83238,338.0,11.0,5.0,,3.0,558.0
83241,115.0,3.0,1.0,1.0,,182.0
83256,85.0,4.0,5.0,,2.0,177.0
83258,147.0,4.0,,,,204.0
83259,161.0,,,,2.0,254.0
83266,11.0,,,,,18.0
83267,72.0,1.0,1.0,,1.0,105.0
83271,819.0,23.0,11.0,4.0,4.0,1213.0
83274,8.0,,,,,7.0
83276,1003.0,10.0,8.0,,4.0,1571.0
83278,3.0,,,,,5.0
83279,6.0,,,,,11.0
83288,6.0,,,,,15.0
83294,43.0,,,,,41.0
83295,234.0,,,,2.0,334.0
83308,65.0,,,,,90.0
83314,6.0,,,,,10.0
83318,2.0,,,,,2.0
83320,1806.0,72.0,46.0,2.0,6.0,2572.0
83321,3438.0,72.0,37.0,,16.0,5099.0
83322,42.0,,,,,39.0
83325,42493.0,1069.0,437.0,42.0,229.0,62149.0
83330,,,,,,73.0
83333,17.0,,,,,28.0
83343,218.0,4.0,,,,255.0
83347,12916.0,362.0,216.0,20.0,65.0,19850.0
83348,708.0,8.0,3.0,1.0,1.0,1052.0
83355,1.0,,,,,1.0
83363,4125.0,135.0,90.0,10.0,42.0,6617.0
83367,89.0,,,,1.0,163.0
83368,2.0,,,,,3.0
83371,2.0,,,,,
83372,2.0,,,,,3.0
83376,52.0,3.0,2.0,,,51.0
83384,11552.0,110.0,51.0,2.0,49.0,23437.0
83393,619.0,12.0,4.0,,1.0,1001.0
83403,77.0,,1.0,,2.0,87.0
83415,1.0,,,,,1.0
83417,1.0,,,,,
83422,123.0,6.0,2.0,,,153.0
83425,4.0,,,,1.0,11.0
83440,46.0,1.0,1.0,,,72.0
83444,134.0,,,,,304.0
83445,11.0,,1.0,,,18.0
83447,1821.0,37.0,24.0,,16.0,3638.0
83448,11.0,,,,,13.0
83458,10.0,1.0,1.0,,,30.0
83467,3.0,,,,,6.0
83473,2.0,,,,,2.0
83498,1.0,,,,,
83501,7.0,,,,,9.0
83510,19.0,,,,,33.0
83511,87.0,2.0,,,1.0,136.0
83512,1.0,,,,,3.0
83515,1.0,,,,,1.0
83518,23.0,2.0,,,,38.0
83521,9.0,,,,,12.0
83522,20.0,1.0,1.0,,,40.0
83525,87.0,5.0,2.0,,1.0,118.0
83530,18.0,1.0,,,,36.0
83534,4.0,,,,,9.0
83539,23.0,,1.0,,,26.0
83551,217.0,,,,1.0,312.0
83568,2.0,,,,,4.0
83569,4.0,,,,,5.0
83572,26.0,1.0,1.0,,,36.0
83574,6.0,,,,,17.0
83575,3.0,,,,1.0,4.0
83580,8.0,1.0,1.0,,,14.0
83581,142.0,,,,,199.0
83582,2.0,,,,,1.0
83587,71.0,2.0,3.0,,1.0,109.0
83588,6.0,,,,,9.0
83589,111.0,3.0,2.0,,,245.0
83590,95.0,5.0,1.0,,1.0,105.0
83595,24.0,,,,,27.0
83600,54.0,,,,,52.0
83606,754.0,20.0,10.0,,8.0,1264.0
83608,158.0,5.0,3.0,,,248.0
83617,532.0,12.0,7.0,,3.0,1022.0
83637,3.0,,,,,4.0
83654,4.0,,,,,4.0
83655,5.0,,,,,5.0
83660,1.0,,,,,1.0
83667,47.0,3.0,2.0,,,81.0
83686,1.0,,,,,2.0
83690,1439.0,,,,5.0,3194.0
83691,379.0,7.0,5.0,,,523.0
83692,2.0,,,,,2.0
83694,154.0,5.0,2.0,,1.0,249.0
83700,2.0,,,,,4.0
83701,579.0,15.0,3.0,,6.0,1002.0
83708,430.0,,,,2.0,849.0
83714,252.0,8.0,3.0,,1.0,525.0
83719,2.0,,,,,3.0
83722,692.0,,,,7.0,1584.0
83729,12.0,,,,,25.0
83737,2.0,,,,,3.0
83739,,,,,,4.0
83743,1.0,,,,,
83744,59.0,3.0,,,,102.0
83750,46.0,,,,,71.0
83766,2.0,,,,,7.0
83782,25.0,,,,,23.0
83783,61.0,1.0,1.0,,,96.0
83786,84.0,5.0,1.0,,,147.0
83789,35.0,3.0,1.0,,,80.0
83790,13.0,1.0,1.0,,,30.0
83791,3.0,,,,,2.0
83795,96.0,1.0,,,,181.0
83797,1.0,,,,,1.0
83815,513.0,7.0,4.0,,,800.0
83833,,,,,,12.0
83834,1621.0,29.0,18.0,4.0,6.0,2304.0
83854,2.0,,,,,
83863,2.0,,,,,1.0
83894,32.0,,,,,53.0
83898,7.0,,,,,39.0
83905,9.0,,,,,10.0
83907,2.0,,,,,2.0
83912,68.0,5.0,3.0,,,139.0
83913,26.0,,,,,32.0
83915,,,,,,9.0
83924,70.0,,,,,87.0
83932,2.0,,,,,3.0
83937,1.0,,,,,2.0
83940,4.0,,,,,9.0
83951,3.0,,,,,3.0
83968,196.0,,,,1.0,318.0
83990,1.0,,,,,
83993,65.0,4.0,1.0,,1.0,87.0
84000,40.0,1.0,1.0,,,53.0
84002,12.0,,,,,33.0
84003,6.0,,,,,4.0
84010,29.0,,,,,5.0
84014,1688.0,29.0,11.0,,8.0,2156.0
84016,7.0,,,,,18.0
84021,2.0,,,,,3.0
84023,412.0,12.0,12.0,,2.0,617.0
84033,48.0,,,,,81.0
84037,33.0,,,5.0,,40.0
84044,175.0,4.0,,,,179.0
84046,5.0,,,,,6.0
84058,10.0,,,,,25.0
84060,8.0,,,,,17.0
84065,17.0,,,,,37.0
84072,539.0,8.0,4.0,,1.0,992.0
84075,1407.0,46.0,28.0,2.0,6.0,2374.0
84076,4.0,,,,,5.0
84083,1.0,,,,,
84089,2219.0,72.0,77.0,1.0,15.0,3674.0
84101,10.0,,,,,10.0
84103,257.0,6.0,4.0,,,432.0
84105,41.0,1.0,2.0,,1.0,68.0
84114,3.0,,,,,
84123,234.0,2.0,2.0,,,316.0
84128,87.0,2.0,1.0,,1.0,153.0
84131,35.0,,1.0,,,69.0
84132,49.0,2.0,4.0,,,88.0
84143,746.0,22.0,9.0,,5.0,1252.0
84147,88.0,,,,,337.0
84148,32.0,1.0,1.0,,,42.0
84155,237.0,1.0,1.0,,,301.0
84170,1346.0,20.0,8.0,1.0,3.0,1996.0
84173,10.0,,,,,17.0
84176,77.0,3.0,,,,73.0
84192,33.0,,,,,61.0
84193,270.0,4.0,1.0,,1.0,374.0
84200,553.0,11.0,3.0,1.0,3.0,839.0
84201,426.0,6.0,5.0,,3.0,745.0
84205,7572.0,219.0,95.0,14.0,56.0,11651.0
84206,1132.0,21.0,6.0,,4.0,1617.0
84209,10.0,,,,,21.0
84215,1078.0,26.0,12.0,,5.0,1725.0
84219,261.0,5.0,2.0,2.0,2.0,338.0
84233,2.0,,,,,1.0
84237,6.0,,,1.0,,9.0
84246,7.0,,,,,6.0
84247,1.0,,,,,1.0
84249,2.0,,,,,
84254,778.0,16.0,9.0,,4.0,1276.0
84264,17.0,,,,,23.0
84266,2.0,,,,,11.0
84274,,,,,,12.0
84278,2.0,,,,,
84280,216.0,13.0,8.0,,1.0,340.0
84285,147.0,3.0,1.0,,,318.0
84288,787.0,21.0,11.0,,2.0,1250.0
84293,113.0,2.0,1.0,,1.0,351.0
84304,110.0,5.0,3.0,,1.0,274.0
84309,1.0,,,,,
84312,3341.0,88.0,54.0,18.0,15.0,5135.0
84313,2.0,,,,,3.0
84320,136.0,12.0,,,,174.0
84323,39.0,,,,,42.0
84324,129.0,1.0,,,,204.0
84326,10.0,,,,,9.0
84332,58.0,1.0,,,1.0,93.0
84337,2.0,,,,,3.0
84342,1.0,,,,,2.0
84356,257.0,6.0,3.0,,1.0,327.0
84381,6.0,,,,,12.0
84384,45.0,,,,,58.0
84389,78322.0,3217.0,1270.0,159.0,525.0,124901.0
84397,1589.0,28.0,21.0,,12.0,2487.0
84407,65.0,,,,1.0,99.0
84409,52096.0,1574.0,602.0,47.0,319.0,81077.0
84412,49.0,1.0,1.0,,,85.0
84413,77.0,,,,1.0,113.0
84426,88.0,2.0,,,1.0,178.0
84431,15.0,,,,,18.0
84438,592.0,2.0,1.0,,4.0,805.0
84445,2.0,,,,,3.0
84446,7.0,,,,,7.0
84449,12.0,,,,,19.0
84450,1.0,,,,,
84452,180.0,1.0,1.0,,,248.0
84464,9.0,,,,,6.0
84465,12.0,,,,,10.0
84473,4.0,,,,,8.0
84480,16.0,,2.0,,,29.0
84481,,,,,,60.0
84503,62.0,,,,,83.0
84506,13.0,,,,,13.0
84509,471.0,11.0,2.0,2.0,7.0,587.0
84510,39.0,1.0,,,,74.0
84517,19.0,,,,,34.0
84519,1.0,,,,,1.0
84520,18.0,2.0,,,1.0,38.0
84523,97.0,4.0,3.0,,,185.0
